incident_type,description_length,has_media,upvotes,flags,duplicate_score,similarity_to_previous,posted_at_night,account_age_days,total_reports_by_user,past_fraud_reports,user_total_flags,verified_user,fraud_label
power_outage,67,0,2,3,0.019219513996048515,0.07801940535158591,0,559,37,1,5,0,1
violence,62,0,0,1,0.20646745179937573,0.08194517120624117,0,853,17,1,1,1,0
road_accident,61,0,1,2,0.10386165960398841,0.5279054335460431,1,19,27,1,4,0,0
medical_emergency,35,1,4,3,0.41250059234820763,0.2331876069751941,0,553,2,2,11,1,0
violence,122,0,2,0,0.0,0.047924121085166804,0,758,11,1,3,1,0
road_accident,79,1,2,0,0.422996822301775,0.0,0,654,6,0,2,1,0
fire,8,0,5,0,0.07563537920688468,0.0,0,234,31,1,8,1,0
fire,75,1,2,2,0.06604330167742423,0.6715851786598523,0,256,22,0,14,1,0
power_outage,146,1,2,3,0.3131566962266886,0.04223950429616474,0,114,4,1,7,0,0
violence,118,1,1,0,0.3896404053140185,0.24365100486046426,1,585,31,0,14,0,0
medical_emergency,102,0,1,0,0.19526094433180363,0.5118896035984052,0,163,29,0,11,1,0
road_accident,125,1,2,1,0.0,0.5294629776588408,0,332,13,0,1,1,0
power_outage,38,1,5,0,0.38284801529048296,0.2789830099590013,0,293,14,1,3,1,0
road_accident,69,0,1,0,0.166936502345648,0.2220766580501626,1,868,6,2,1,1,1
road_accident,118,1,2,2,0.1744275407503788,0.35542825462121064,0,769,11,0,13,0,1
violence,134,0,1,2,0.33701187030243207,0.6471684955388363,0,590,36,0,1,0,0
gas_leak,77,0,3,0,0.2272753334050742,0.1965921904049289,0,637,11,1,9,1,0
fire,102,0,2,0,0.0,0.5315636874606152,0,180,25,1,1,1,0
power_outage,33,0,1,1,0.004058267228936485,0.3754465820506624,1,870,18,2,12,0,1
fire,140,0,5,2,0.09850108894522688,0.2273581063396654,0,640,16,1,4,1,0
gas_leak,26,0,3,0,0.5217143186857938,0.0,1,729,28,1,0,1,0
fire,101,1,0,0,0.7230234198757316,0.7700214220606885,0,889,9,0,14,1,0
power_outage,47,0,2,0,0.4851506514646383,0.48665908708851974,0,146,24,1,9,0,0
violence,122,1,1,1,0.0,0.0,0,784,28,1,8,1,0
violence,66,1,4,1,0.1951975561933187,0.6767838557876784,0,478,30,0,9,0,0
road_accident,116,1,3,3,0.0,0.7374546515820848,0,747,21,0,5,1,0
road_accident,96,0,2,1,0.09764830496001622,0.7860257961164946,0,19,23,0,4,1,0
fire,33,1,2,1,0.3135970073053048,0.01580603043118811,1,393,15,0,14,1,0
violence,131,1,1,1,0.06851874859812193,0.0,0,93,24,0,11,1,0
medical_emergency,38,1,1,0,0.3039630773493695,0.0,1,327,29,0,3,1,0
power_outage,112,0,4,2,0.05793467117306575,0.31985738580769635,0,75,22,1,9,1,0
gas_leak,58,0,2,0,0.35624089271994097,0.4364401879358664,0,289,17,1,4,1,0
road_accident,72,0,3,2,0.0,0.7262989997197599,0,380,12,1,14,0,0
gas_leak,71,1,3,0,0.5507530952998589,0.9012126805195378,0,485,13,1,14,1,0
gas_leak,115,1,6,0,0.3801394482323782,0.6594345264373063,0,291,10,0,5,1,0
power_outage,104,1,1,0,0.28106111391835914,1.0,0,433,33,1,3,0,0
road_accident,28,1,2,0,0.19708820940144106,0.4001735313107312,0,552,1,0,13,0,0
power_outage,143,1,4,2,0.4266188591332089,0.0,0,651,35,0,12,1,0
medical_emergency,5,0,3,0,0.11941747133830383,0.48440495087989727,0,68,16,1,1,1,1
power_outage,96,1,1,1,0.19033011010608744,0.3700905814907575,1,439,10,1,3,1,0
road_accident,29,1,1,0,0.29838601549276755,0.09297956003920715,0,488,18,0,2,1,0
fire,36,0,2,3,0.0448994648454015,0.2657627693428346,0,535,13,0,12,1,0
gas_leak,143,0,2,0,0.34173991762000416,0.5943955366940473,0,458,9,1,12,1,0
gas_leak,117,0,3,1,0.5015526517433426,0.03134077853612954,1,54,21,0,10,1,0
violence,149,0,0,1,0.22062390860534967,0.2079447908217292,0,549,6,1,9,0,0
gas_leak,133,1,3,1,0.10481876803864684,0.25855904667094187,0,867,19,0,3,0,0
violence,72,0,3,0,0.10148248600980561,0.36161531828854737,0,88,25,0,2,1,0
power_outage,107,0,0,0,0.0,0.5098005207387916,0,111,25,2,7,0,0
gas_leak,72,1,1,0,0.2836210527407316,0.025847810447906905,0,588,29,2,3,0,0
medical_emergency,35,1,3,2,0.33763973993998514,0.3408950941477625,0,340,14,0,12,1,0
power_outage,24,1,0,1,0.4614665303654245,0.0,1,879,16,0,12,1,0
gas_leak,67,1,3,0,0.0,0.5464260140658397,1,605,34,1,14,1,0
power_outage,66,0,3,0,0.39715783760538836,0.5150515142448928,0,358,20,1,14,0,0
road_accident,54,0,5,1,0.4058550805000817,0.6171718384147267,1,830,23,3,7,1,0
fire,67,1,1,2,0.4341490672246257,0.2336115028282419,0,400,36,0,0,0,0
medical_emergency,52,1,2,1,0.07556742741347658,0.09623154424800034,0,836,25,0,7,1,0
medical_emergency,117,1,2,1,0.021968480631941928,0.1251920798548572,0,703,34,1,4,1,0
gas_leak,141,1,1,0,0.1051446735305552,0.739573739193112,0,471,4,0,13,0,0
medical_emergency,70,1,0,1,0.3224169585540839,0.13719388955564227,0,326,38,1,6,0,0
violence,61,0,4,1,0.23413395837545,0.05632872651135845,0,744,30,1,14,0,0
medical_emergency,71,1,7,0,0.5106842827665838,0.002790193403646224,0,465,29,0,9,1,0
medical_emergency,100,0,1,0,0.5120272470825327,0.34874794885948146,0,231,33,0,14,1,0
road_accident,25,0,0,0,0.18325973235248438,0.31904572670414866,0,6,18,1,0,1,0
medical_emergency,63,0,0,2,0.39432747223618936,0.0,0,67,38,1,8,0,0
fire,32,0,4,2,0.24028707481569145,0.3139591717159729,1,349,3,0,1,1,0
medical_emergency,122,1,2,0,0.2915285780547082,0.46931760957510615,1,705,23,1,12,0,0
road_accident,20,0,0,1,0.13147475285297394,0.3934808779937881,1,438,34,2,5,1,1
medical_emergency,61,1,0,0,0.3313724915504562,0.0,1,72,3,1,8,1,0
power_outage,12,1,2,2,0.4191331924469915,0.40436751534794396,0,369,29,1,11,1,0
road_accident,59,0,2,0,0.13466884972720394,0.0,1,50,9,1,7,1,0
violence,57,0,3,1,0.3315173788230804,0.2834467623983771,0,804,5,1,5,0,0
gas_leak,50,1,4,0,0.18413353367527602,0.0630537131631499,1,481,19,2,9,1,0
violence,33,0,2,1,0.12480627128083974,0.13616325106518318,0,558,10,1,8,0,0
power_outage,7,1,1,1,0.44989225927223925,0.5009313938643831,0,219,18,2,5,1,0
violence,101,1,1,0,0.4527580690142854,0.7504981636533532,1,761,2,0,10,1,0
medical_emergency,142,1,0,0,0.5809711864607499,0.42985881823044997,0,434,31,1,10,1,0
medical_emergency,106,1,3,4,0.0,0.0,0,804,10,1,4,0,0
medical_emergency,113,0,3,1,0.3146848293439184,0.2739509549047011,1,508,36,1,2,0,0
violence,22,1,3,0,0.1671665214715764,0.3254748582674003,0,449,8,2,10,0,0
violence,112,1,1,0,0.0,0.30066121116633393,0,688,20,1,1,0,0
violence,127,1,2,3,0.05627433595967862,0.11075715985595469,0,266,24,1,2,1,0
power_outage,63,1,2,1,0.4031700074647113,0.03026734281686455,0,746,11,1,7,1,1
power_outage,119,1,1,0,0.0,0.0,0,531,22,1,10,0,1
violence,50,0,1,1,0.45522530080941515,0.6057006874903824,0,371,25,2,13,0,0
road_accident,7,1,2,2,0.27143378228042964,0.0,1,79,37,0,1,0,0
gas_leak,78,1,3,2,0.0,0.2542766383063384,1,433,16,1,8,0,0
violence,15,1,0,0,0.33039529029796944,0.0,0,816,20,0,6,1,0
violence,58,1,0,0,0.36893028840261777,0.40851532772357835,0,839,22,2,12,1,1
road_accident,31,0,1,0,0.3075870151320592,0.32240881017703504,0,776,2,1,3,0,0
fire,6,0,0,0,0.0,0.3379200803164139,1,262,34,0,6,1,0
fire,92,1,0,1,0.09762856760136177,0.7083186426567195,0,214,18,0,0,1,0
medical_emergency,92,0,1,0,0.3461165435353595,0.0,0,551,6,0,12,0,0
power_outage,71,0,6,0,0.26917097225545356,0.2143257815243466,0,638,10,0,11,1,0
road_accident,124,1,1,0,0.2218651431334937,0.5083013973878793,0,364,14,1,0,1,0
power_outage,110,1,3,2,0.10289903396880815,0.0,0,436,26,0,12,1,0
violence,127,1,2,0,0.1669778808494372,0.10293624970580723,0,723,24,2,4,0,0
gas_leak,124,1,2,1,0.04140082199075687,0.34199299162394403,1,861,18,0,11,1,0
violence,106,1,0,1,0.29592490127878596,0.13904753576127293,0,646,24,0,2,1,1
power_outage,113,1,2,0,0.3823607415854513,0.26805199901820775,0,579,17,0,0,0,0
medical_emergency,119,0,2,0,0.17413944824241417,0.26607936700171153,1,742,38,2,12,0,1
power_outage,125,0,0,0,0.29033844233121864,0.4582107827599382,1,386,34,0,4,1,0
medical_emergency,95,0,2,0,0.3854995666869625,0.30635300250069764,0,328,6,0,5,1,0
power_outage,65,1,2,1,0.6709571692998209,0.5223174172813267,0,47,21,2,13,0,0
road_accident,71,0,4,1,0.13857580127957597,0.2052522770360879,0,415,22,0,13,1,0
power_outage,50,1,2,0,0.5059519012834801,0.0,0,646,25,1,1,0,0
power_outage,58,0,0,1,0.31205978268150913,0.46875306258795807,0,290,16,2,1,1,1
road_accident,97,1,4,1,0.3883627846396096,0.54728025587255,0,38,25,1,0,1,1
violence,29,0,2,2,0.23768984291360437,0.47344650017493145,0,553,2,0,5,1,0
fire,52,0,2,0,0.0,0.439119276167373,0,645,33,3,14,0,0
power_outage,128,1,5,0,0.46100949272945224,0.3266848336145588,0,812,29,0,7,1,0
gas_leak,108,0,4,1,0.0,0.0,0,318,17,0,11,0,0
violence,24,1,2,1,0.07324214619589514,0.31935219453637753,0,299,10,0,9,0,0
road_accident,100,1,0,0,0.2727461987372201,0.0457500918013094,0,162,18,1,1,0,0
fire,55,1,3,0,0.33442712682054365,0.6257101776833861,0,667,26,1,12,1,0
power_outage,77,0,4,1,0.3126295810597519,0.5294324911731221,0,629,3,0,9,0,0
road_accident,18,0,4,1,0.38394840020103527,0.5267782397405025,0,391,2,0,5,1,0
medical_emergency,39,0,2,1,0.0,0.16114592493773547,1,831,23,0,3,1,0
gas_leak,117,1,1,2,0.0742434028483123,0.5938339337221898,0,70,9,1,14,0,0
fire,78,0,0,1,0.05150967289370209,0.24532998404874226,0,563,28,0,4,1,1
gas_leak,139,0,0,0,0.16465089661030202,0.7774855127499003,0,607,32,2,0,0,1
power_outage,108,0,4,1,0.2585253292385263,0.1386047004493284,1,267,24,1,13,1,0
power_outage,106,1,3,0,0.06731501725616493,0.20017430284406862,0,864,12,0,0,1,0
road_accident,118,1,0,0,0.199791189620033,0.4462174619419285,1,314,39,0,4,0,0
fire,117,1,2,1,0.14749115954217307,0.4871467439167491,0,324,9,3,12,1,1
gas_leak,13,1,5,0,0.0,0.5543836274613244,1,321,15,1,3,1,0
power_outage,56,1,0,1,0.2650536164660552,0.8749048064875411,0,163,17,0,13,0,0
medical_emergency,106,1,2,0,0.5391268685308012,0.06488855330748677,0,226,16,0,3,1,0
road_accident,65,1,1,1,0.36673841457393963,0.36056576624124476,0,210,26,1,13,1,0
violence,16,1,2,0,0.23431921852257984,0.652792342591677,0,533,30,3,3,1,0
gas_leak,64,1,3,1,0.16829274121521481,0.19424871075039402,0,698,26,1,12,1,0
fire,40,0,2,0,0.2827197924630562,0.806087383290574,0,841,3,0,12,1,1
medical_emergency,13,1,5,0,0.24996979882641363,0.15445622256920072,1,602,25,0,11,0,0
violence,23,1,1,0,0.10324289739978515,0.5532307752224862,0,323,37,2,4,1,0
power_outage,80,1,3,1,0.29737838146514745,0.6386816799338007,0,435,6,0,2,0,1
medical_emergency,52,0,1,0,0.283862174535066,0.1796685447644094,0,634,9,0,8,1,0
road_accident,76,1,3,1,0.13156753702020796,0.022271998231960022,0,660,11,0,11,1,0
violence,22,1,2,1,0.1918447485650517,0.0,0,13,24,1,10,1,0
gas_leak,48,0,3,1,0.33090454512864254,0.4531671630358771,0,243,30,1,6,1,0
power_outage,46,0,4,1,0.05774850743868895,0.2593345071609803,0,133,15,0,7,1,0
medical_emergency,103,0,0,0,0.03543643902814503,0.3077477424847222,0,242,24,2,5,0,1
gas_leak,50,1,1,0,0.11128598182528768,0.4790226397764046,1,635,22,1,6,0,0
fire,31,1,0,0,0.46748945331738506,0.23116914557945276,0,597,27,0,2,1,0
road_accident,126,1,0,0,0.16697866708111084,0.0,0,490,25,1,12,1,0
road_accident,48,1,2,0,0.4787522117935986,0.43190655433210373,0,371,3,2,7,1,0
gas_leak,104,1,1,0,0.4963424817859302,0.2503790356347266,0,4,27,1,6,1,0
fire,48,1,1,2,0.2688883672504113,0.516161397349221,0,296,27,1,7,1,1
road_accident,67,0,1,1,0.14575680933876228,0.23554575760245355,0,827,2,2,6,1,0
medical_emergency,18,0,5,2,0.30764824088743825,0.35852590747180935,0,583,18,0,12,1,0
gas_leak,85,0,2,1,0.4761707412292201,0.6308661794809609,0,322,31,1,0,1,0
fire,137,1,3,1,0.3628262729040614,0.14258153130857434,0,651,34,2,2,0,1
fire,100,1,1,1,0.39202310532618945,0.5698366367567733,0,5,38,1,11,0,0
power_outage,113,0,5,1,0.2627546028676569,0.37475040689733025,1,559,25,1,9,1,0
gas_leak,47,1,4,1,0.2707274165992856,0.022065826938718835,0,807,18,1,1,0,0
fire,111,0,3,2,0.0,0.1558065227032349,0,619,3,0,6,1,0
gas_leak,35,1,4,1,0.2865381491804789,0.14330601229638745,1,487,10,0,6,1,0
fire,69,0,6,1,0.35974865115763177,0.42012500572995815,0,741,12,1,0,1,0
fire,53,1,1,0,0.1007541726201871,0.35541635292589085,0,28,16,1,14,1,1
gas_leak,111,0,1,1,0.21227420208347506,0.3695032686138973,0,130,3,2,11,0,0
gas_leak,145,0,2,2,0.255353025572108,0.36639524284254454,0,14,39,1,0,0,1
road_accident,106,0,4,0,0.11534771462420718,0.37493570853629343,1,359,15,2,2,0,1
road_accident,51,0,4,0,0.40476743613780974,0.43922795633958045,0,839,10,1,11,0,0
violence,140,1,3,0,0.0,0.1687701642770995,1,857,22,1,2,1,1
violence,95,1,1,0,0.3009697024120321,0.45311529129566075,0,139,35,1,9,0,0
medical_emergency,140,1,1,1,0.0,0.5979634251269644,0,292,22,0,1,1,0
medical_emergency,31,1,3,1,0.4590423398875038,0.45671183541333604,0,846,21,1,9,1,0
road_accident,38,1,3,1,0.3988502909697039,0.656526146333517,0,55,2,1,7,1,0
fire,7,0,2,1,0.3148029637428805,0.2929621626779414,0,819,11,1,9,1,0
gas_leak,57,1,1,2,0.7075791427605784,0.0,0,789,28,2,7,0,1
fire,54,0,1,0,0.30321101298132436,0.870570814118577,0,802,10,1,8,1,0
gas_leak,78,0,3,1,0.12108724992976133,0.49856633625238733,0,70,33,0,12,0,0
medical_emergency,139,1,3,0,0.30244005579738376,1.0,0,583,22,0,4,1,1
road_accident,112,0,2,1,0.5830753325478145,0.0,0,397,25,3,6,1,0
road_accident,52,0,0,1,0.31859174314642325,0.44128257808099014,0,93,12,0,12,1,0
gas_leak,46,1,4,1,0.2751391829835692,0.36382604632630555,0,785,18,2,6,1,0
power_outage,70,1,0,0,0.07263856373847444,0.13610611137199138,0,423,30,1,2,1,0
medical_emergency,55,1,3,0,0.3106861746050554,0.22231321627028366,0,669,6,3,3,1,1
fire,15,1,3,0,0.5706519489881543,0.4916519582087722,0,701,21,1,10,0,0
violence,135,1,1,1,0.2649626472182649,0.34814940099983716,0,898,39,0,12,0,0
road_accident,88,1,2,0,0.0,0.5839214055808475,0,101,7,1,9,1,0
power_outage,81,0,3,0,0.05643936623347001,0.5239607292506425,1,399,6,2,10,1,1
fire,127,1,1,0,0.15715220223858864,0.23875884579352757,0,237,28,1,5,1,0
violence,62,1,1,0,0.10310902248921869,0.546197663575855,0,178,26,2,13,0,1
road_accident,34,0,1,1,0.2720188035096741,0.7069655955213239,1,363,32,1,12,0,0
fire,17,1,3,1,0.0600962640321068,0.16993035585301702,0,778,35,1,2,0,0
medical_emergency,18,1,2,0,0.005218878408457028,0.7305697826639606,0,447,1,2,3,0,0
fire,107,0,2,2,0.0,0.44393672042991456,0,807,27,0,6,1,0
road_accident,80,1,1,1,0.21919348790172355,0.0,0,872,30,0,13,0,0
power_outage,88,1,1,0,0.0,0.12653361116687986,1,858,28,1,13,1,0
gas_leak,101,1,4,1,0.05210980870513893,0.4160076251508871,0,822,3,0,12,1,1
gas_leak,59,1,2,1,0.044396754642800185,0.44540926692550864,0,656,31,3,14,1,1
gas_leak,125,0,2,1,0.08251217178319481,0.0,0,227,1,1,9,0,0
fire,85,1,4,1,0.0,0.31203261530126836,1,81,27,0,12,0,0
medical_emergency,5,0,0,2,0.0,0.6576528335604309,0,278,16,0,1,1,0
gas_leak,46,1,2,0,0.08355671404804835,0.6565657193588706,0,539,14,0,3,0,0
medical_emergency,149,0,2,1,0.3757118418392922,0.6292448569100322,0,701,3,2,11,1,0
medical_emergency,123,1,3,1,0.21347368782383902,0.3363134010809461,1,718,2,0,11,1,0
road_accident,94,1,0,1,0.5529199100106097,0.0,1,126,19,2,7,0,0
medical_emergency,148,0,2,0,0.0,0.5682347526313808,1,186,8,1,4,1,0
medical_emergency,64,1,1,0,0.09745894293987406,0.7162199786559492,0,742,19,3,5,0,0
power_outage,39,1,3,1,0.30832421815997174,0.5088379528247851,0,546,33,3,1,1,0
gas_leak,56,1,1,0,0.4651920094248788,0.2342707634175875,0,737,18,1,2,0,0
medical_emergency,114,1,3,0,0.002897648551728804,0.5379803273509097,0,756,30,1,1,0,0
medical_emergency,18,0,3,1,0.3398045921735946,0.41861504440346037,0,469,31,1,3,0,0
gas_leak,88,0,1,2,0.30409854071217957,0.0,0,365,32,1,12,1,0
road_accident,101,1,2,0,0.1978576162053352,0.3426655986784102,1,267,26,0,7,0,0
road_accident,9,0,1,2,0.3642649237812785,0.4207467024114001,0,280,4,0,0,1,0
gas_leak,14,1,0,1,0.0,0.35514754430866974,0,213,15,0,12,0,0
road_accident,116,1,2,1,0.09178143762470015,0.4939491782227331,0,16,37,2,5,0,0
power_outage,22,0,2,3,0.5838830533383395,0.6294468337087729,0,729,3,1,12,1,0
gas_leak,95,0,0,0,0.34855651947075894,0.38290517224723314,0,733,6,1,8,0,0
power_outage,20,0,3,1,0.4879385785887643,0.33823536480640337,1,806,37,1,13,1,0
fire,128,0,2,0,0.46749819147050187,0.4111961549008749,0,673,32,1,13,1,1
medical_emergency,39,0,0,2,0.2977741333820681,0.29090766919932626,0,693,20,2,10,1,1
power_outage,35,0,4,1,0.24417079472234182,0.49130586823092137,1,557,5,0,14,1,0
road_accident,145,1,2,0,0.0752798018711007,0.4150656824777428,0,827,24,2,11,1,0
power_outage,35,1,1,1,0.15240113737855193,0.21320297446604633,0,647,15,2,13,1,1
power_outage,29,0,1,0,0.194871398414736,0.6993557152057821,0,165,39,1,5,1,0
road_accident,57,0,1,1,0.5800846946854806,0.17807884480917782,0,392,36,1,3,1,0
gas_leak,85,0,3,1,0.05392784395768077,0.08226086921073511,0,181,17,0,14,0,0
medical_emergency,17,0,5,2,0.16701009748094311,0.2799412674373745,0,573,35,1,3,0,0
road_accident,54,1,2,3,0.4771445370177437,0.4120095197144674,0,588,20,0,13,0,0
gas_leak,29,1,3,0,0.08842722248009294,0.4281093655790538,0,706,17,1,13,0,0
violence,130,1,0,0,0.07896841682743691,0.41740092351581104,0,433,33,1,3,0,0
violence,116,0,2,2,0.225456575260125,0.4647700146255924,0,816,27,1,12,1,0
road_accident,115,1,2,3,0.2738365076810926,0.21483016430550567,0,393,24,2,0,1,0
power_outage,28,0,3,2,0.15661056743442064,0.14160788712436528,0,749,12,1,3,0,0
medical_emergency,9,0,2,0,0.17937015253453603,0.3411127706358209,0,675,37,1,13,0,0
fire,84,1,3,1,0.2886166641105718,0.0,1,626,33,1,14,1,0
medical_emergency,55,1,2,1,0.22054374901329482,0.517739393023953,0,890,21,0,4,1,0
power_outage,10,1,4,0,0.32451103290530314,0.48250748146585165,0,355,19,0,0,1,0
power_outage,142,0,2,0,0.451720640246258,0.5338459491420859,0,84,30,2,0,1,0
fire,107,0,2,2,0.47146980635836555,0.44937054397392107,0,196,16,1,8,0,0
medical_emergency,91,1,1,0,0.0,0.1401968721189027,0,23,25,0,11,1,1
fire,85,0,1,1,0.20482514007460031,0.02533915125277919,0,50,24,1,7,0,0
fire,36,0,1,0,0.5591765836025451,0.4352949072508391,1,471,25,0,12,0,0
power_outage,131,1,3,2,0.024995381994231264,0.42642529768744425,0,190,11,3,2,1,1
power_outage,139,0,1,1,0.4170693100318208,0.10185977115178957,1,861,37,1,2,0,0
fire,146,1,2,1,0.24116574323917261,0.5089552257869046,1,733,24,1,9,1,0
medical_emergency,108,1,4,1,0.3003799408618578,0.0,1,759,10,0,3,0,0
violence,89,0,5,1,0.3126278244715476,0.3013103302542087,0,450,27,1,0,1,0
gas_leak,128,0,2,0,0.06454462289679777,0.40115455639761527,1,653,4,1,0,1,0
road_accident,33,1,1,0,0.5155817435876129,0.0,1,146,1,0,9,1,0
gas_leak,52,0,2,2,0.5786605202493135,0.619326822406257,0,748,18,3,6,1,0
violence,137,0,2,1,0.49010841517983067,0.17157188403359946,0,690,30,2,1,1,0
power_outage,33,1,2,0,0.407564093922244,0.3208594612001904,0,702,38,0,7,1,0
power_outage,112,1,2,1,0.31072044379395036,0.3756163398982639,0,77,36,0,2,1,0
violence,138,1,3,1,0.3928214479901982,0.26055327287979696,0,822,27,0,0,0,0
power_outage,144,1,3,0,0.5412523266098871,0.8483458751456034,1,89,13,0,5,1,0
medical_emergency,105,1,2,0,0.029313534276272757,0.20512942312570684,0,767,36,0,13,1,1
gas_leak,58,1,1,1,0.10817877297798792,0.2936467257828271,1,533,24,0,12,0,0
power_outage,68,0,1,1,0.21433163584441653,0.32303132114762856,0,772,1,2,1,1,0
power_outage,6,1,1,1,0.20291789981922365,0.26380835503158584,0,9,28,0,0,0,0
gas_leak,144,1,4,1,0.3133467537920219,0.0,0,840,20,2,9,0,0
power_outage,71,0,1,0,0.24069163996455176,0.1318097323028654,0,806,33,1,12,0,0
gas_leak,21,0,0,0,0.4163032152272991,0.3558310242478315,1,7,7,0,2,1,0
fire,10,1,0,1,0.2568576230882261,0.6008436763140645,0,68,34,0,0,1,0
violence,66,0,1,0,0.43450264530069194,0.5262749342261842,0,429,29,0,10,0,0
violence,125,0,3,4,0.2082189131896491,0.3057070602430498,1,45,24,1,14,1,1
power_outage,82,1,3,0,0.16001505618949263,0.0,0,835,6,1,12,1,0
power_outage,44,0,1,0,0.04376710905063075,0.03950366001295996,0,825,7,1,3,0,0
fire,94,1,2,1,0.3012209532385974,0.1708648110773181,0,634,26,1,3,1,0
medical_emergency,5,0,1,0,0.0,0.6890115866578606,0,884,34,0,5,0,1
fire,28,1,4,2,0.3518903425897721,0.22912902289904596,0,230,32,2,0,0,0
violence,115,0,2,1,0.44787879006295206,0.1980411088695403,0,843,20,1,1,1,0
road_accident,128,0,2,1,0.20503942266712866,0.49737350234191713,0,143,35,1,12,1,0
violence,137,0,1,2,0.2892683084815647,0.3746596514757471,0,50,10,1,3,0,0
power_outage,127,0,2,1,0.27903048159632937,0.5220139555443171,0,393,16,1,6,1,0
gas_leak,56,0,5,0,0.4352543062366444,0.16755312812786835,0,46,12,2,1,1,0
power_outage,18,0,2,1,0.36136585850060665,0.4550072427755689,0,631,17,0,3,1,0
power_outage,21,0,4,0,0.5185342479106332,0.1991335982735789,1,737,36,1,0,1,0
medical_emergency,37,1,1,0,0.0,0.21994774663647973,1,468,32,1,11,0,0
medical_emergency,132,0,1,1,0.2844686180041381,0.3250905989038403,0,70,22,2,14,1,0
gas_leak,50,1,2,2,0.3129980676305621,0.29477488483980535,0,656,16,1,3,1,0
power_outage,136,0,2,0,0.3252564569511883,0.1812655357716254,0,214,28,1,8,1,0
medical_emergency,41,0,2,1,0.11731901459199681,0.0,0,396,28,0,4,1,0
fire,35,0,0,0,0.05726421225906955,0.5915232138390801,0,469,26,1,13,0,0
road_accident,59,1,3,1,0.5002863058968368,0.2281617651974851,0,309,36,2,9,1,0
gas_leak,80,0,0,0,0.20504092983273098,0.48213480045785034,0,143,30,1,9,1,0
power_outage,44,1,0,0,0.30758602862376583,0.39833880591264387,0,690,3,0,14,0,0
power_outage,7,0,6,2,0.37544751429329637,0.0,1,11,1,1,9,0,0
power_outage,38,1,3,1,0.45289775177672925,0.30222995108997147,0,685,21,0,2,0,0
fire,104,1,2,1,0.28002285961557866,0.8463066339178391,0,622,7,0,12,1,1
road_accident,69,1,3,1,0.34310357278043846,0.272446231571705,0,287,3,1,9,1,0
road_accident,128,1,0,0,0.22702728784291265,0.30393850528648814,1,670,39,2,10,0,0
violence,130,1,2,1,0.464879258487445,0.036341378754032316,0,468,28,0,2,0,0
fire,46,1,2,1,0.1279528246328967,0.1766508657664146,0,687,29,1,5,1,1
medical_emergency,26,1,2,0,0.14579408992751525,0.07891204930645068,0,54,37,2,10,1,1
power_outage,51,0,1,0,0.22309722065470525,0.0909558995560511,0,795,8,2,2,1,0
road_accident,98,1,6,1,0.0,0.22803220629595752,1,132,39,1,5,1,0
power_outage,72,0,2,0,0.2509249769362551,0.4770712943957543,0,628,4,1,12,1,0
medical_emergency,149,1,3,1,0.40823121547045305,0.11654485555236044,1,432,7,0,7,0,0
power_outage,31,0,6,0,0.0,0.12122906234728331,0,862,37,1,3,1,0
violence,100,0,2,1,0.0,0.6389955102801748,1,367,33,1,2,0,0
medical_emergency,42,1,0,0,0.0,0.6332390412015343,1,808,24,0,4,0,1
medical_emergency,94,1,2,1,0.42934991661574173,0.8143977191624163,1,231,23,1,2,1,0
road_accident,30,1,3,1,0.4963134433405615,0.6038987024377762,1,90,27,0,6,1,0
violence,13,1,1,1,0.16261933588356828,0.3485158933827987,0,809,29,0,7,1,0
road_accident,138,0,0,1,0.1351545701825726,0.4205881659949131,0,310,28,1,2,1,0
gas_leak,91,1,1,1,0.7364699292361144,0.0,1,801,15,1,9,1,0
fire,108,0,1,0,0.0,1.0,0,259,23,0,6,0,0
fire,120,1,0,2,0.22525652144697772,0.37940599601871067,0,699,37,1,8,0,0
road_accident,51,0,6,1,0.23493768082525568,0.3639218695203902,0,123,35,0,7,0,0
fire,41,1,2,3,0.27837419839695793,0.1907779470196898,1,29,11,0,10,1,0
violence,46,0,0,1,0.0,0.37929155476198245,0,702,11,1,3,1,0
violence,48,1,5,3,0.09161223849694392,0.5825415572203998,0,594,1,1,0,1,0
gas_leak,19,0,1,0,0.07722694560106691,0.2937701151111621,0,80,2,1,14,1,0
medical_emergency,80,1,2,3,0.0,0.14967487961349416,1,573,5,1,5,0,0
power_outage,111,0,1,1,0.40272929240201094,0.04102090619084914,0,300,19,0,11,0,0
violence,79,1,2,0,0.4661925024589152,0.26596335037587193,0,159,2,0,9,1,0
gas_leak,87,0,5,0,0.0,0.267656225877696,0,387,8,0,4,0,0
power_outage,116,1,3,0,0.380346751403375,0.34710360384241506,0,779,36,2,13,1,0
fire,54,1,1,0,0.3702006809073136,0.03711881144616391,0,726,11,1,13,1,0
violence,28,1,3,1,0.16577372998001544,0.06336245907313554,1,572,13,1,7,1,0
gas_leak,38,0,2,1,0.4842524302553845,0.0,0,791,19,1,14,1,0
fire,103,0,3,2,0.36254209632407297,0.5191793118375814,1,155,5,1,2,1,1
power_outage,10,0,2,2,0.0,0.07094913773010914,0,89,10,0,5,0,1
fire,136,0,5,3,0.1955547054893554,0.5893783154804494,0,869,16,2,2,1,1
gas_leak,82,0,1,2,0.4742112961992786,0.46659943731190306,0,615,30,0,9,0,0
power_outage,141,0,4,0,0.029357532667429465,0.21054043871707542,0,19,37,1,10,0,1
